名称,5日涨跌幅
芯片国产化指数,-0.0226307819236
充电桩指数,-0.00139253935997
超级电容指数,-0.000345631244493
石墨烯指数,0.0017008698724
能源互联网指数,0.00272153133222
新能源汽车指数,0.00447385627514
锂电池指数,0.00579540236515
宽带提速指数,0.00596236509119
移动支付指数,0.00605645195989
燃料电池指数,0.00742124057556
蓝宝石指数,0.00762043354676
传感器指数,0.00835219482901
物联网指数,0.0087316782062
绿色节能照明指数,0.0104797318492
4G指数,0.0108627451372
人工智能指数,0.0112773065968
移动转售指数,0.0115153294851
工业4.0指数,0.0118272943932
生物识别指数,0.0141724814228
丝绸之路指数,0.0146811535337
西藏振兴指数,0.015771035329
风力发电指数,0.0160526107199
新疆区域振兴指数,0.0160805000537
苹果指数,0.0167572527473
智能家居指数,0.0169328556358
智能IC卡指数,0.0169475531752
太阳能发电指数,0.0173449909662
垃圾发电指数,0.0181038653931
智能穿戴指数,0.018107166768
建筑节能指数,0.018407495189
特高压指数,0.0184250508872
迪士尼指数,0.0187243140009
智慧农业指数,0.0188564628219
国资改革指数,0.0198949229664
高校指数,0.0207694824382
PM2.5指数,0.0208216674077
智能电网指数,0.0214473946471
稀土永磁指数,0.0217295045271
智能交通指数,0.0218886353614
安防监控指数,0.0222504387093
ST概念指数,0.0225245664103
机器人指数,0.0227655205447
高铁指数,0.0242146497718
无人机指数,0.0251972515629
举牌指数,0.0255868159926
核能核电指数,0.0261572231548
员工持股指数,0.0269013819918
移动互联网指数,0.0272150638846
O2O指数,0.0273767050369
页岩气和煤层气指数,0.0274629262396
体育指数,0.0275553710012
智慧医疗指数,0.0275957566638
环保概念指数,0.0276673890022
汽车后市场指数,0.0276773112298
大数据指数,0.0280834295853
互联网金融指数,0.0281374610838
三网融合指数,0.0283231223365
一带一路指数,0.0283443291761
虚拟现实指数,0.0287443716786
第三方支付指数,0.0288526751808
智能电视指数,0.0289634271424
证金概念指数,0.0293445546437
创投指数,0.0294142056721
冷链物流指数,0.0294480211048
民营银行指数,0.0296714471281
上海自贸区指数,0.0297868915511
食品安全指数,0.0302252986953
长江经济带指数,0.0304062574886
污水处理指数,0.0304931829879
沪股通50指数,0.0305028041684
浦东新区指数,0.0310288270349
医药电商指数,0.0310304746452
动漫指数,0.0314480242047
中日韩自贸区指数,0.0315587453985
广东国资改革指数,0.032024993816
职业教育指数,0.0325344888915
京津冀一体化指数,0.0325581195597
网络彩票指数,0.0325724957705
质押式回购指数,0.0326144952237
健康中国指数,0.0330930758501
高送转概念指数,0.0334122399412
国家队指数,0.0335951965411
在线旅游指数,0.0336619707353
重组指数,0.0338263772853
云计算指数,0.0341900697255
电子商务指数,0.0342447058085
智能汽车指数,0.034524148332
去IOE指数,0.0348711987335
在线教育指数,0.0351869158032
新三板指数,0.0353449502179
网络游戏指数,0.0358591816141
装饰园林指数,0.0359875395373
文化传媒概念指数,0.0364168221205
新能源指数,0.0364860959004
IP流量变现指数,0.036665556959
基因检测指数,0.0371525676459
金融改革指数,0.0375008433698
互联网营销指数,0.039245492012
抗癌指数,0.0398452692208
生物育种指数,0.0405958268702
黄金珠宝指数,0.0409068565737
福建自贸区指数,0.0409936260001
生物疫苗指数,0.0412235104808
跨境电商指数,0.0412753742148
上海本地重组指数,0.041441649773
民营医院指数,0.0414513876051
油气改革指数,0.0415561608846
大央企重组指数,0.041581241993
参股金融指数,0.0421910086508
新材料指数,0.0426678725097
天津自贸区指数,0.044281475107
卫星导航指数,0.044869836808
北部湾自贸区指数,0.0450597489721
网络安全指数,0.0455266236339
金控平台指数,0.0462015246899
海南旅游岛指数,0.0477931906427
量子通信指数,0.0478618359695
3D打印指数,0.0489720884587
智能物流指数,0.0493485486748
军民融合指数,0.0494571322714
海绵城市指数,0.0495951990149
粤港澳自贸区指数,0.0496438909289
土地流转指数,0.0533580164498
养老产业指数,0.0560165849579
水利水电建设指数,0.0560752427476
通用航空指数,0.0563141432221
高端装备制造指数,0.0691257019034
航母指数,0.086975509272
次新股指数,0.0978095474908
